fpr_target_pct,tau,fpr_real_pct,zeroday_recall_pct,all_attacks_recall_pct
0.5,0.6447747773052116,0.5,0.0,0.8613079712132623
0.6,0.635183506666435,0.6,0.0,1.0438434184999177
1.0,0.609687860200099,1.0,0.0,1.5171388815464644
2.0,0.5725089426857984,2.0,0.5872093023255814,2.81882608760704
5.0,0.5311901133181799,5.0,2.697674418604651,9.904293572857078
